,id,current_role,current_role_TEXT,role_in_turnover,experience_years,professional_background_TEXT,fleet_size,fleet_size_oo,fleet_vocation_mixed_use_TEXT,fleet_vocation_other_TEXT,in_chicago,ownership_model,percentage_company_owned,percentage_pre_2010,percentage_class_6,percentage_urban_logistics,turnover_priorities_TEXT,turnover_financial_TEXT,decision_tools_cost,decision_tools_maintenance,decision_tools_emissions,decision_tools_telematics,decision_tools_regulations,decision_tools_consulting,decision_tools_AI,decision_tools_other,decision_tools_other_TEXT,years_replacement,replacement_priority_TEXT,purchase_markets,purchase_markets_TEXT,replace_pre2010,expand_fleet,turnover_comments_TEXT,rank_support_financial,rank_support_technical,rank_support_infrastructure,rank_support_certifications,rank_support_other,rank_support_other_TEXT,innovation_ice,innovation_hybrid,innovation_bev,innovation_hydrogen,innovation_telematic,innovation_ai,innovation_route,innovation_other,innovation_other_TEXT,innovation_best_TEXT,innovation_worst_TEXT,renewal_barriers_TEXT,key_stakeholders_TEXT,influence_by_customers,influence_by_regulatory,influence_by_communities,influence_by_industry,influence_by_investors,influence_by_ngo,influence_by_other,influence_by_other_TEXT,influence_on_customers,influence_on_regulatory,influence_on_communities,influence_on_industry,influence_on_investors,influence_on_ngo,influence_on_other,influence_on_other_TEXT,turnover_comments_2_TEXT,additional_comments_TEXT,fleet_vocation_1,fleet_vocation_2,fleet_vocation_3,fleet_vocation_4,fleet_vocation_5,fleet_vocation_6,fleet_vocation_nan,region_1,region_2,region_3,region_4,region_5,region_6,region_nan,turnover_priorities_1,turnover_priorities_2,turnover_priorities_3,turnover_priorities_4,turnover_priorities_5,turnover_priorities_6,turnover_priorities_7,turnover_priorities_8,turnover_priorities_9,turnover_priorities_nan,turnover_financial_1,turnover_financial_10,turnover_financial_2,turnover_financial_3,turnover_financial_4,turnover_financial_5,turnover_financial_6,turnover_financial_7,turnover_financial_8,turnover_financial_9,turnover_financial_nan,replacement_priority_1,replacement_priority_2,replacement_priority_3,replacement_priority_4,replacement_priority_5,replacement_priority_6,replacement_priority_7,replacement_priority_8,replacement_priority_nan,renewal_barriers_1,renewal_barriers_10,renewal_barriers_11,renewal_barriers_2,renewal_barriers_3,renewal_barriers_4,renewal_barriers_5,renewal_barriers_6,renewal_barriers_7,renewal_barriers_8,renewal_barriers_9,renewal_barriers_nan,key_stakeholders_1,key_stakeholders_10,key_stakeholders_2,key_stakeholders_3,key_stakeholders_4,key_stakeholders_5,key_stakeholders_6,key_stakeholders_7,key_stakeholders_8,key_stakeholders_9,key_stakeholders_nan,oo_veh_char_3,oo_veh_char_nan,fleet_type,current_role_oo,current_role_oo_TEXT,oo_veh_char_1,oo_veh_char_2,oo_veh_char_4,source
21,fe6f72c7,1,,2.0,3.0,I have a CDL. I had experience managing a small fleet of 10 HD trucks in towing and recovery businesses.,3.0,,,,,1.0,,10.0,1.0,99.0,,,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,N/a,5.0,,3.0,,1.0,,No thank you ,1.0,3.0,2.0,4.0,5.0,,3.0,2.0,1.0,1.0,3.0,3.0,3.0,,,Hybrid,Fully electric ,,,2.0,3.0,1.0,4.0,4.0,1.0,,,4.0,1.0,2.0,4.0,4.0,2.0,,,Unpredictable lifespans and repair costs of novel technology ,No thank you ,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0.0,0,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
22,365179ce,4,Construction Company Manager,1.0,5.0,I have just learned it through time. over 25 years,3.0,,,,,1.0,,40.0,20.0,30.0,,,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,Vehicle reputation,15.0,,3.0,,1.0,,A lot of it depends on drivers that want to drive them as well. too old or shabby and they look at it as a punishment.,2.0,1.0,3.0,4.0,5.0,,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,expansion,Hybrid,Our mechanics locked out,Our mechanics locked out,,3.0,3.0,3.0,3.0,2.0,2.0,,,3.0,3.0,3.0,3.0,2.0,2.0,,,Our mechanics are locked out of repairs.,"The two concerns are:
getting locked out of repairs
Drivers wanting to drive them",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
23,4cc59fba,1,,2.0,3.0,Transportation management,3.0,,,,,2.0,,32.0,81.0,95.0,,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,Vehicle condition,6.0,,1.0,,2.0,,,1.0,3.0,4.0,2.0,5.0,,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,Technological advancement,Route optimization,Fuel efficiency,,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,Government,4.0,4.0,3.0,4.0,4.0,4.0,4.0,Government,Vehicle operations,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
24,3e820560,1,,1.0,3.0,working in the field for 10 years,2.0,,,,2.0,1.0,,29.0,0.0,77.0,,,3.0,4.0,2.0,4.0,4.0,2.0,2.0,,,5.0,,3.0,,1.0,,,1.0,2.0,3.0,4.0,5.0,,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,,Optimized ECMs,Electric and hybrid vehicles,,,1.0,3.0,1.0,2.0,2.0,1.0,,,1.0,3.0,1.0,2.0,2.0,1.0,,,seviceability,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
25,a765a5b4,3,,,5.0,I am the owner/operator of a cross country transport and construction company. We specialize in heavy machinery and long distance towing. I started out small with a pick up and a trailer 20 years ago. I continued to add to the company with my wife and we are now a medium size company.  We have about 26 different trucks and other vehicles you utilize along with an assortment of trailers and heavy machinery etc..,,4.0,we do long haul transports and also short and we have various construction sites or projects at any given time,,,,,,,,,,3.0,4.0,3.0,3.0,4.0,2.0,3.0,,,3.0,,3.0,,,4.0,na,3.0,2.0,1.0,4.0,5.0,,2.0,1.0,1.0,2.0,3.0,3.0,3.0,,,condition base maintenance,unsure,,,4.0,3.0,2.0,3.0,2.0,2.0,1.0,/,3.0,3.0,3.0,3.0,3.0,2.0,1.0,/,regulatory and insurance compliance,na,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Owner-Operators
26,b10f68b8,1,,1.0,4.0,CDL Training ,3.0,,,,1.0,1.0,,56.0,91.0,58.0,,,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,R,10.0,,3.0,,1.0,,,1.0,2.0,3.0,4.0,5.0,,2.0,2.0,2.0,1.0,3.0,3.0,3.0,,Na,Ai ,Hydrogen fuel ,,,2.0,4.0,4.0,3.0,2.0,2.0,3.0,Na,3.0,3.0,3.0,2.0,3.0,2.0,3.0,Na,I understand most of the process ,No additional comments at this time ,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0.0,1,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
27,858e6c0b,4,"Fleet manager, non-profit",1.0,2.0,"Auto claims adjuster, grew up with a dad that knew his way around cars.",3.0,,,Personal vehicles for religious Sisters,2.0,1.0,,5.0,0.0,0.0,,,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,Vehicle mileage,13.0,,2.0,,1.0,,,1.0,3.0,2.0,4.0,5.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,N/a,Hybrid vehicles,3 cylinder engines,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,"Useful life of vehicles, for personal use.",,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
28,6d972dcb,1,,2.0,2.0,I’m a natural born leader who takes control of problems as they arise.,2.0,,Towing,,2.0,1.0,,0.0,0.0,70.0,,,2.0,4.0,2.0,4.0,2.0,2.0,2.0,,,3.0,,3.0,,,,Nope. It’s primarily based on efficiency and repair cost.,3.0,4.0,2.0,1.0,5.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,Tbd,Tbd,,,1.0,3.0,2.0,1.0,2.0,1.0,,,3.0,4.0,3.0,2.0,3.0,1.0,,,The costs associated with running a fleet. It doesn’t make sense to keep repairing a 10 year old truck. The costs get to high.,,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0.0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
29,6e28c585,1,,1.0,4.0,No certifications have had on the job training and 12 years management experience,3.0,,Local and long haul,,,3.0,66.0,58.0,75.0,60.0,,,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,,5.0,,4.0,,1.0,,,1.0,3.0,2.0,4.0,5.0,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,,Price,Budget,,,3.0,4.0,1.0,4.0,4.0,1.0,1.0,Na,3.0,4.0,1.0,4.0,4.0,1.0,1.0,Na,Regulartory,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
30,29244479,1,,1.0,2.0,Was at WM (Waste Management) for 11 years. Started in operations and moved into fleet management.  thousands of vehicles.  ,3.0,,,,,3.0,50.0,20.0,33.0,10.0,,,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,competitions fleet choices,10.0,,3.0,,1.0,,new technology changes yearly.  impossible to have the latest and greatest without significant cost,1.0,3.0,2.0,4.0,5.0,,2.0,2.0,1.0,2.0,3.0,3.0,3.0,,,AI,ev only,,,3.0,3.0,1.0,4.0,3.0,2.0,,,4.0,3.0,2.0,3.0,2.0,2.0,,,"in general - rising costs of everything is ridiculous.  it makes us get for creative. we are only a $300 MM company.  Vastly different from WM, which was $5 billion. ","i am in the minority - but - for small to medium size companies, i feel they should seriously consider outsourcing the entire fleet. ",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1,1,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
31,55d5ed81,1,,1.0,3.0,"I hold a Bachelors degree in supply chain Management and have completed a certification in Logistics and Transportation Management  . Throughout my career, i  have worked in various roles related to fleet operations and logistics, including managing a fleet of delivery vehicles for a large distribution company. My experience has given me a deep understanding of the importance of efficient routing, vehicle maintenance and compliance with transportation regulations. In  my current role, i use this knowledge to make informed decisions about fleet size , vehicle types, and operational strategies, ensuring that our fleet is both cost-effective and compliant with all relevant laws and regulations.",3.0,,,,,3.0,42.0,52.0,67.0,62.0,,,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,Rarely or Never,12.0,,1.0,,4.0,,No challenges,4.0,1.0,2.0,3.0,5.0,,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,Not likey,Electric Vehicles ,Internal combustion engine vehicle ,,,4.0,4.0,4.0,4.0,3.0,4.0,1.0,none,4.0,3.0,3.0,3.0,3.0,3.0,1.0,none,"Aspects of fleet turnover or renewal that are not well understood include the impact of emerging technologies, such as electric vehicles and autonomous driving, on fleet management . Additionally, the financial implications of fleet turnover or renewal, including depreciation and financing options, can be complex and difficult to navigate .","The survey appears to be related to fleet turnover , which could refer to the rate at which vehicles are replaced or updated within a fleet. ",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
32,fb63d832,4,Data analyst,1.0,5.0,"My background as a Data Analyst includes experience in transportation and logistics. I have analyzed fleet performance metrics, optimized routes, improved fuel efficiency, managed maintenance schedules, and studied driver behavior using data visualization tools like Tableau and Power BI, as well as statistical programming languages such as Python, SQL, and Excel. 

In my previous roles, I worked closely with operations and fleet managers to create useful insights from telematics data, GPS tracking, and delivery logs. This collaboration helped reduce downtime and improve fleet efficiency. I also supported key performance indicators related to cost-per-mile, on-time delivery rates, and vehicle utilization. 

Although my formal education is in [e.g., Computer Science / Data Science / Business Analytics], I have completed specialized courses and certifications in supply chain analytics and transportation logistics, such as Coursera’s Supply Chain Management and MITx MicroMasters in SCM. 

This experience allows me to effectively interpret operational data, find inefficiencies, and make valuable contributions to fleet strategy and planning.",1.0,,,,,1.0,,15.0,25.0,40.0,,,4.0,3.0,4.0,2.0,3.0,2.0,2.0,,,1.0,,1.0,,1.0,,no,1.0,3.0,2.0,4.0,5.0,,1.0,2.0,,1.0,3.0,2.0,1.0,,,"Electric Vehicles (EVs): EVs are becoming increasingly viable for light- and medium-duty fleets, especially in urban logistics. Advances in battery range, charging infrastructure, and lower total cost of ownership make them highly promising for short-haul and last-mile applications.  Telematics and Predictive Maintenance: Integrated telematics systems using AI and IoT enable real-time vehicle health monitoring, route optimization, and driver behavior analysis—leading to reduced downtime and improved operational efficiency.  Fleet Management Software with Data Integration:","Hydrogen Fuel Cell Vehicles: While promising for long-haul and heavy-duty applications, infrastructure is still lacking, and costs remain high—limiting near-term feasibility.  Autonomous Vehicles (AVs): Full autonomy is still years away from regulatory approval and safe deployment at scale. In the short term, semi-autonomous features (like lane assist and adaptive cruise control) are more realistic.",,,2.0,4.0,4.0,3.0,3.0,4.0,,,4.0,3.0,4.0,2.0,2.0,1.0,,,"One often misunderstood aspect of fleet renewal is the total cost of ownership (TCO) over time. Many decision-makers focus heavily on upfront capital costs while undervaluing long-term savings from lower maintenance, fuel efficiency, or incentives linked to newer or alternative-fuel vehicles, especially EVs.

There’s also a knowledge gap around regulatory timelines and emissions compliance, particularly regarding the phasing out of older diesel vehicles or meeting regional zero-emission mandates. This can lead to delayed decisions and missed funding opportunities.

Operationally, the effect of vehicle downtime during the transition, such as infrastructure upgrades, training for EV use, or retrofits, is often underestimated. Teams may not fully plan for the behavioral shifts required from drivers, technicians, and dispatchers when new technologies are introduced.

Finally, in some organizations, fleet renewal is seen as a procurement task rather than a strategic operational investment. This perspective can hinder long-term optimization and sustainability goals.",no,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0.0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
33,1f1334f7,1,,2.0,3.0,I have a certification in fleet management regarding to decision making.,3.0,,,,,1.0,,59.0,72.0,44.0,,,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,Mega tools,3.0,,1.0,,1.0,,none,2.0,1.0,3.0,4.0,5.0,mileage,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,Hand tools,AI innovations,Mileage,,,3.0,4.0,4.0,4.0,3.0,2.0,3.0,Urban communities,3.0,4.0,2.0,3.0,2.0,3.0,2.0,Urban communities,Technical and behavioural factors are always misunderstood.,I suggest that AI innovations are been advanced in vehicles.,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0.0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
34,6412401e,1,,2.0,3.0,Business administration and public policy,3.0,,,,,1.0,,30.0,63.0,76.0,,,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,Brand,5.0,,1.0,,1.0,,,,,,,,,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,Employee satisfaction,AI tools,Manual tools,,,4.0,3.0,4.0,4.0,2.0,4.0,4.0,Employess,2.0,3.0,3.0,3.0,4.0,3.0,3.0,Employess,Operational,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0.0,1,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
35,7220694f,1,,3.0,1.0,I have worked on and off as a driver and as a fleet manager for various companies in AZ. I started about 2 years ago but just this year as a fleet manager,4.0,,,,,3.0,81.0,30.0,88.0,97.0,,,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,,5.0,,2.0,,2.0,,,4.0,1.0,2.0,3.0,5.0,,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,na,gps technology,repairability,,,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,,,How useful it is to do DIY mainetenance,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,> 100 vehicles,,,,,,Fleet managers
36,e59a8968,4,IT,3.0,3.0,computer software,2.0,,,,,1.0,,0.0,0.0,100.0,,,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,common sense,6.0,,2.0,,,,,1.0,2.0,4.0,3.0,5.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,common sense,AI,AI LOL,,,2.0,3.0,2.0,2.0,4.0,2.0,1.0,??,2.0,3.0,2.0,2.0,4.0,2.0,1.0,??,that you have to spend money to make money,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0.0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,< 100 vehicles,,,,,,Other
37,e11223ae,1,,1.0,2.0,5 years of supervisor experience and 2 years of on the road experience.,1.0,,,,,2.0,,25.0,100.0,100.0,,,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,Driver up/down time,4.0,,3.0,,1.0,,We are closely monitoring the tariffs situation as prices on vehicles are on the rise as are repair parts.,1.0,3.0,2.0,4.0,5.0,,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,Can't think of one,AI optomization,Electric vehicles,,,2.0,3.0,2.0,3.0,2.0,1.0,3.0,Employees,2.0,4.0,2.0,4.0,2.0,1.0,2.0,Employees,The infrastructure isn't easily available for us to meet the standards that some would like and is years away.,"We would love to switch to electric vehicles, but the charging station availability in the South just isn't there and isn't even close at the moment.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
38,d8fda818,3,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Owner-Operators
39,c829b76f,1,,2.0,3.0,"I hav four years of hands on experience in fleet operations, starting as a fleet coordinator and progressing into a management role. My background includes on the job training in vehicle maintenance scheduling, cost analysis, and vendor management. While I don't hold formal certifications yet , I have completed internal company training programs focused on transportation logistics and fleet safety compliance.",4.0,,we mostly do regional and urban deliveries,,1.0,1.0,,15.0,70.0,60.0,,,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,,6.0,Heavy duty class 7 and 8 trucks,3.0,,1.0,,I can say that our biggestchallenge was with upfront costs with newer vehicles and trying to adjust for more environmentally good models.,3.0,2.0,1.0,4.0,5.0,,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,EV's. alternate fuels,self driving vehicles,,,3.0,3.0,2.0,4.0,4.0,2.0,1.0,,4.0,3.0,2.0,1.0,4.0,2.0,1.0,,"The true total cost of ownership is not understood by most becaue upfront costs and fuel savings are the ones that are usually taken into account, but the hidden costs aren't known as well. I mean stuff like maintenence, training, and other types of upgrades are really beneficiaial to know beforehand beforeyou start going into long term planning.","No comments, thank you",0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,0,1,0,0,0,0.0,0,1,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,> 100 vehicles,,,,,,Fleet managers
40,19b6a189,2,,3.0,2.0,Cdl,6.0,,,,,1.0,,8.0,95.0,94.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,management ,10.0,,1.0,,1.0,,,3.0,4.0,1.0,2.0,5.0,,3.0,3.0,3.0,1.0,2.0,3.0,,,,electric vehicle ,diesel vehicle ,,,3.0,4.0,2.0,3.0,4.0,3.0,,,4.0,2.0,4.0,3.0,4.0,4.0,,,Financial,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0.0,0,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,> 100 vehicles,,,,,,Other
41,86e4b76c,1,,2.0,3.0,"I have a background in transportation and logistics management, with a Bachelor’s degree in Supply Chain Management and over 6 years of professional experience in fleet operations. My career began as a fleet coordinator for a regional logistics company, where I handled vehicle scheduling, driver compliance, and maintenance planning.",3.0,,,,,3.0,70.0,3.0,27.0,70.0,,,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,durability tracking,3.0,,3.0,,1.0,,"Yes, one key challenge we face with our fleet turnover strategy is finding the right balance between vehicle age, maintenance costs, and resale value. Holding onto vehicles too long increases repair costs and downtime, but replacing them too soon can reduce ROI.",1.0,4.0,2.0,3.0,5.0,,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,AI upgraded tools,Electric Vehicles (EVs) and Plug in Hybrids,Fully Autonomous Vehicles,,,3.0,4.0,2.0,3.0,4.0,3.0,3.0,investors,3.0,4.0,2.0,3.0,3.0,4.0,3.0,investors,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0.0,1,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
42,080b390a,1,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Fleet managers
43,b437025e,1,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Fleet managers
